"subject_uri","subjectBirthDate","r_property","target"
"http://dbpedia.org/resource/Louise_Zarmati",1958-08-08,"institution","http://dbpedia.org/resource/University_of_Tasmania"
"http://dbpedia.org/resource/Eric_H._Cline",1960-09-01,"almaMater","http://dbpedia.org/resource/University_of_Pennsylvania"
"http://dbpedia.org/resource/Eric_H._Cline",1960-09-01,"almaMater","http://dbpedia.org/resource/Dartmouth_College"
"http://dbpedia.org/resource/Eric_H._Cline",1960-09-01,"almaMater","http://dbpedia.org/resource/Yale_University"
"http://dbpedia.org/resource/Peter_N._Peregrine",1963-11-29,"almaMater","http://dbpedia.org/resource/Purdue_University"
"http://dbpedia.org/resource/Peter_N._Peregrine",1963-11-29,"institution","http://dbpedia.org/resource/Lawrence_University"
"http://dbpedia.org/resource/Peter_N._Peregrine",1963-11-29,"institution","http://dbpedia.org/resource/Human_Relations_Area_Files"
"http://dbpedia.org/resource/Sharada_Srinivasan",1966-01-16,"almaMater","http://dbpedia.org/resource/University_of_London"
"http://dbpedia.org/resource/Sharada_Srinivasan",1966-01-16,"almaMater","http://dbpedia.org/resource/School_of_Oriental_and_African_Studies"
"http://dbpedia.org/resource/Sharada_Srinivasan",1966-01-16,"almaMater","http://dbpedia.org/resource/Indian_Institute_of_Technology,_Bombay"
"http://dbpedia.org/resource/Birgitta_Hoffmann",1969-05-18,"almaMater","http://dbpedia.org/resource/University_of_Durham"
"http://dbpedia.org/resource/Birgitta_Hoffmann",1969-05-18,"almaMater","http://dbpedia.org/resource/Ustinov_College"
"http://dbpedia.org/resource/Birgitta_Hoffmann",1969-05-18,"institution","http://dbpedia.org/resource/University_College_Dublin"
"http://dbpedia.org/resource/Birgitta_Hoffmann",1969-05-18,"institution","http://dbpedia.org/resource/University_of_Liverpool"
"http://dbpedia.org/resource/Martin_Rundkvist",1972-04-04,"almaMater","http://dbpedia.org/resource/Stockholm_University"
"http://dbpedia.org/resource/Martin_Rundkvist",1972-04-04,"almaMater","http://dbpedia.org/resource/PhD"
"http://dbpedia.org/resource/Hugh_Willmott_(archaeologist)",1972,"almaMater","http://dbpedia.org/resource/Durham_University"
