"subject_uri","target","field","birthYear"
"http://dbpedia.org/resource/Grigore_Tocilescu","http://dbpedia.org/resource/History","History",1850
"http://dbpedia.org/resource/Arthur_Evans","http://dbpedia.org/resource/Archaeology","Archaeology",1851
"http://dbpedia.org/resource/Clarence_Bloomfield_Moore","http://dbpedia.org/resource/Archaeology","Archaeology",1852
"http://dbpedia.org/resource/Wilhelm_Dörpfeld","http://dbpedia.org/resource/Archaeology","Archaeology",1853
"http://dbpedia.org/resource/Robert_Koldewey","http://dbpedia.org/resource/Archaeology","Archaeology",1855
"http://dbpedia.org/resource/Francis_Kelsey","http://dbpedia.org/resource/Archaeologist","Archaeologist",1858
"http://dbpedia.org/resource/Gustaf_Kossinna","http://dbpedia.org/resource/Archaeology","Archaeology",1858
"http://dbpedia.org/resource/Francis_Kelsey","http://dbpedia.org/resource/Academic","Academic",1858
"http://dbpedia.org/resource/Gustaf_Kossinna","http://dbpedia.org/resource/Philology","Philology",1858
"http://dbpedia.org/resource/Victor_Loret","http://dbpedia.org/resource/Egyptologist","Egyptologist",1859
"http://dbpedia.org/resource/Giacomo_Boni_(archaeologist)","http://dbpedia.org/resource/Archaeology","Archaeology",1859
"http://dbpedia.org/resource/Victor_Loret","http://dbpedia.org/resource/Archaeology","Archaeology",1859
"http://dbpedia.org/resource/Ludwig_Borchardt","http://dbpedia.org/resource/Egyptologist","Egyptologist",1863
"http://dbpedia.org/resource/John_Wesley_Gilbert","http://dbpedia.org/resource/University_president","University president",1863
"http://dbpedia.org/resource/Margaret_Murray","http://dbpedia.org/resource/Egyptology","Egyptology",1863
"http://dbpedia.org/resource/Margaret_Murray","http://dbpedia.org/resource/Anthropology","Anthropology",1863
"http://dbpedia.org/resource/John_Wesley_Gilbert","http://dbpedia.org/resource/Archaeologist","Archaeologist",1863
"http://dbpedia.org/resource/Margaret_Murray","http://dbpedia.org/resource/Archaeology","Archaeology",1863
"http://dbpedia.org/resource/John_Wesley_Gilbert","http://dbpedia.org/resource/Professor","Professor",1863
"http://dbpedia.org/resource/Margaret_Murray","http://dbpedia.org/resource/Folkloristics","Folkloristics",1863
"http://dbpedia.org/resource/Edgar_Lee_Hewett","http://dbpedia.org/resource/Anthropologist","Anthropologist",1865
"http://dbpedia.org/resource/Edgar_Lee_Hewett","http://dbpedia.org/resource/Archaeologist","Archaeologist",1865
"http://dbpedia.org/resource/Albert_Lythgoe","http://dbpedia.org/resource/Egyptologist","Egyptologist",1868
"http://dbpedia.org/resource/Gertrude_Bell","http://dbpedia.org/resource/Political_officer_(British_Empire)","Political officer (British Empire)",1868
"http://dbpedia.org/resource/Campbell_Cowan_Edgar","http://dbpedia.org/resource/Egyptology","Egyptology",1870
"http://dbpedia.org/resource/Campbell_Cowan_Edgar","http://dbpedia.org/resource/Archaeology","Archaeology",1870
"http://dbpedia.org/resource/Campbell_Cowan_Edgar","http://dbpedia.org/resource/Papyrology","Papyrology",1870
"http://dbpedia.org/resource/Grafton_Elliot_Smith","http://dbpedia.org/resource/Archaeology","Archaeology",1871
"http://dbpedia.org/resource/Grafton_Elliot_Smith","http://dbpedia.org/resource/Anatomy","Anatomy",1871
"http://dbpedia.org/resource/Harriet_Boyd_Hawes","http://dbpedia.org/resource/Archaeologist","Archaeologist",1871
"http://dbpedia.org/resource/Bert_Hodge_Hill","http://dbpedia.org/resource/Archaeologist","Archaeologist",1874
"http://dbpedia.org/resource/Johan_Gunnar_Andersson","http://dbpedia.org/resource/Archaeology","Archaeology",1874
"http://dbpedia.org/resource/Ida_Hill","http://dbpedia.org/resource/Archaeologist","Archaeologist",1875
"http://dbpedia.org/resource/Ida_Hill","http://dbpedia.org/resource/American_School_of_Classical_Studies_in_Athens","American School of Classical Studies in Athens",1875
"http://dbpedia.org/resource/John_Garstang","http://dbpedia.org/resource/Archaeology","Archaeology",1876
"http://dbpedia.org/resource/John_Marshall_(archaeologist)","http://dbpedia.org/resource/Archaeology","Archaeology",1876
"http://dbpedia.org/resource/Leonard_Woolley","http://dbpedia.org/resource/Archaeology","Archaeology",1880
"http://dbpedia.org/resource/Leonard_Woolley","http://dbpedia.org/resource/Military_intelligence","Military intelligence",1880
"http://dbpedia.org/resource/Vasile_Pârvan","http://dbpedia.org/resource/Archaeology","Archaeology",1882
"http://dbpedia.org/resource/Vasile_Pârvan","http://dbpedia.org/resource/History","History",1882
"http://dbpedia.org/resource/Jadwiga_Szeptycka","http://dbpedia.org/resource/Ethnography","Ethnography",1883
"http://dbpedia.org/resource/Alfred_V._Kidder","http://dbpedia.org/resource/Archaeology","Archaeology",1885
"http://dbpedia.org/resource/Alice_Leslie_Walker","http://dbpedia.org/resource/Archaeology","Archaeology",1885
"http://dbpedia.org/resource/O._G._S._Crawford","http://dbpedia.org/resource/Archaeologist","Archaeologist",1886
"http://dbpedia.org/resource/Dorothy_Lamb","http://dbpedia.org/resource/Archaeologist","Archaeologist",1887
"http://dbpedia.org/resource/Gerhard_Bersu","http://dbpedia.org/resource/Archaeologist","Archaeologist",1889
"http://dbpedia.org/resource/Eleazar_Sukenik","http://dbpedia.org/resource/Archaeology","Archaeology",1889
"http://dbpedia.org/resource/Mortimer_Wheeler","http://dbpedia.org/resource/Archaeology","Archaeology",1890
"http://dbpedia.org/resource/Therkel_Mathiassen","http://dbpedia.org/resource/Cartography","Cartography",1892
"http://dbpedia.org/resource/Therkel_Mathiassen","http://dbpedia.org/resource/Anthropology","Anthropology",1892
"http://dbpedia.org/resource/Dorothy_Garrod","http://dbpedia.org/resource/Archaeology","Archaeology",1892
"http://dbpedia.org/resource/Therkel_Mathiassen","http://dbpedia.org/resource/Archaeology","Archaeology",1892
"http://dbpedia.org/resource/Therkel_Mathiassen","http://dbpedia.org/resource/Ethnography","Ethnography",1892
"http://dbpedia.org/resource/Therkel_Mathiassen","http://dbpedia.org/resource/Arctic","Arctic",1892
"http://dbpedia.org/resource/Raymond_Dart","http://dbpedia.org/resource/Anthropology","Anthropology",1893
"http://dbpedia.org/resource/Elizabeth_Warder_Crozer_Campbell","http://dbpedia.org/resource/Archaeologist","Archaeologist",1893
"http://dbpedia.org/resource/Raymond_Dart","http://dbpedia.org/resource/Anatomist","Anatomist",1893
"http://dbpedia.org/resource/Jole_Bovio_Marconi","http://dbpedia.org/resource/Archaeology","Archaeology",1897
"http://dbpedia.org/resource/Einar_Gjerstad","http://dbpedia.org/resource/Classical_archaeology","Classical archaeology",1897
"http://dbpedia.org/resource/Jole_Bovio_Marconi","http://dbpedia.org/resource/Prehistory","Prehistory",1897
"http://dbpedia.org/resource/Constantin_Daicoviciu","http://dbpedia.org/resource/Archaeology","Archaeology",1898
"http://dbpedia.org/resource/Constantin_Daicoviciu","http://dbpedia.org/resource/Historian","Historian",1898
